Book Name,Author,Rating,Number_of_Reviews,Price,Description,Listening Time,Ranks and Genre,Time,combined_text,cluster,dbscan_cluster,agglo_cluster
The Cybersecurity Playbook: How Every Leader and Employee Can Contribute to a Culture of Security,Allison Cerra,4.8,9.0,703.0,"Many books discuss the technical underpinnings and complex configurations necessary for cybersecurity - but they fail to address the everyday steps that boards, managers, and employees can take to prevent attacks. The Cybersecurity Playbook is the step-by-step guide to protecting your organization from unknown threats and integrating good security habits into everyday business situations. This audiobook provides clear guidance on how to identify weaknesses, assess possible threats, and implement effective policies. Recognizing that an organization's security is only as strong as its weakest link, this audiobook offers specific strategies for employees at every level.",4 hours and 59 minutes,",#827 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#25 in Forecasting & Strategic Planning,#53 in Business Management,#228 in Industries",299.0,"The Cybersecurity Playbook: How Every Leader and Employee Can Contribute to a Culture of Security Allison Cerra Many books discuss the technical underpinnings and complex configurations necessary for cybersecurity - but they fail to address the everyday steps that boards, managers, and employees can take to prevent attacks. The Cybersecurity Playbook is the step-by-step guide to protecting your organization from unknown threats and integrating good security habits into everyday business situations. This audiobook provides clear guidance on how to identify weaknesses, assess possible threats, and implement effective policies. Recognizing that an organization's security is only as strong as its weakest link, this audiobook offers specific strategies for employees at every level. ,#827 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#25 in Forecasting & Strategic Planning,#53 in Business Management,#228 in Industries",4,-1,0
Brain Rules for Baby (Updated and Expanded): How to Raise a Smart and Happy Child from Zero to Five,John Medina,4.6,809.0,702.0,"What’s the single most important thing you can do during pregnancy? What does watching TV do to a child’s brain? What’s the best way to handle temper tantrums? Scientists know. In his New York Times best seller Brain Rules, Dr. John Medina showed us how our brains really work - and why we ought to redesign our workplaces and schools. Now, in Brain Rules for Baby, he shares what the latest science says about how to raise smart and happy children from zero to five. This book is destined to revolutionize parenting. Just one of the surprises: The best way to get your children into the college of their choice? Teach them impulse control. Brain Rules for Baby bridges the gap between what scientists know and what parents practice. Through fascinating and funny stories, Medina, a developmental molecular biologist and dad, unravels how a child’s brain develops - and what you can do to optimize it. You will view your children - and how to raise them - in a whole new light. You’ll learn: Where nature ends and nurture begins. Why men should do more household chores. What you do when emotions run hot affects how your baby turns out, because babies need to feel safe above all. TV is harmful for children under two. Your child’s ability to relate to others predicts her future math performance. Smart and happy are inseparable. Pursuing your child’s intellectual success at the expense of his happiness achieves neither. Praising effort is better than praising intelligence. The best predictor of academic performance is not IQ. It’s self-control. What you do right now - before pregnancy, during pregnancy, and through the first five years - will affect your children for the rest of their lives. Brain Rules for Baby is an indispensable guide.",9 hours and 26 minutes,",#1,459 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Parenting Infants & Toddlers,#50 in Relationships,#611 in Family & Relationships",566.0,"Brain Rules for Baby (Updated and Expanded): How to Raise a Smart and Happy Child from Zero to Five John Medina What’s the single most important thing you can do during pregnancy? What does watching TV do to a child’s brain? What’s the best way to handle temper tantrums? Scientists know. In his New York Times best seller Brain Rules, Dr. John Medina showed us how our brains really work - and why we ought to redesign our workplaces and schools. Now, in Brain Rules for Baby, he shares what the latest science says about how to raise smart and happy children from zero to five. This book is destined to revolutionize parenting. Just one of the surprises: The best way to get your children into the college of their choice? Teach them impulse control. Brain Rules for Baby bridges the gap between what scientists know and what parents practice. Through fascinating and funny stories, Medina, a developmental molecular biologist and dad, unravels how a child’s brain develops - and what you can do to optimize it. You will view your children - and how to raise them - in a whole new light. You’ll learn: Where nature ends and nurture begins. Why men should do more household chores. What you do when emotions run hot affects how your baby turns out, because babies need to feel safe above all. TV is harmful for children under two. Your child’s ability to relate to others predicts her future math performance. Smart and happy are inseparable. Pursuing your child’s intellectual success at the expense of his happiness achieves neither. Praising effort is better than praising intelligence. The best predictor of academic performance is not IQ. It’s self-control. What you do right now - before pregnancy, during pregnancy, and through the first five years - will affect your children for the rest of their lives. Brain Rules for Baby is an indispensable guide. ,#1,459 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Parenting Infants & Toddlers,#50 in Relationships,#611 in Family & Relationships",0,-1,4
The Holy Spirit: Activating God's Power in Your Life,Billy Graham,4.8,476.0,844.0,"Leading evangelist Billy Graham has written an inspiring and thought-provoking work based on his personal quest to understand the most mysterious and difficult aspect of the Trinity. After a discussion with a noted Swiss theologian, Dr. Graham began a study of the Bible to see what is said about the Holy Spirit. As he progressed through his examination, he became concerned by the “misunderstanding and even ignorance in some Christian circles concerning the Third Person of the Trinity.” ",10 hours and 42 minutes,",#623 in Theology & Philosophy of Religion,#1,058 in Christianity (Books),#36,652 in Textbooks & Study Guides",642.0,"The Holy Spirit: Activating God's Power in Your Life Billy Graham Leading evangelist Billy Graham has written an inspiring and thought-provoking work based on his personal quest to understand the most mysterious and difficult aspect of the Trinity. After a discussion with a noted Swiss theologian, Dr. Graham began a study of the Bible to see what is said about the Holy Spirit. As he progressed through his examination, he became concerned by the “misunderstanding and even ignorance in some Christian circles concerning the Third Person of the Trinity.”  ,#623 in Theology & Philosophy of Religion,#1,058 in Christianity (Books),#36,652 in Textbooks & Study Guides",0,-1,0
"The AMA Handbook of Project Management, Fifth Edition",Paul C. Dinsmore PMP - editor,4.2,7.0,820.0,"An essential resource presenting state-of-the-art theory and process of project management, The AMA Handbook of Project Management has long been considered the authoritative guide.",25 hours and 46 minutes,",#3,209 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Project Management,#75 in Entrepreneurship (Audible Audiobooks & Originals),#5,233 in Analysis & Strategy",1546.0,"The AMA Handbook of Project Management, Fifth Edition Paul C. Dinsmore PMP - editor An essential resource presenting state-of-the-art theory and process of project management, The AMA Handbook of Project Management has long been considered the authoritative guide. ,#3,209 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Project Management,#75 in Entrepreneurship (Audible Audiobooks & Originals),#5,233 in Analysis & Strategy",4,-1,0
How the Mind Works,Steven Pinker,4.3,275.0,1005.0,"In this delightful, acclaimed best seller, one of the world’s leading cognitive scientists tackles the workings of the human mind. What makes us rational—and why are we so often irrational? How do we see in three dimensions? What makes us happy, afraid, angry, disgusted, or sexually aroused? Why do we fall in love? And how do we grapple with the imponderables of morality, religion, and consciousness? ",26 hours and 5 minutes,",#3,544 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Anatomy & Physiology (Audible Audiobooks & Originals),#28 in Neuroscience & Neuropsychology,#858 in Biology Books",1565.0,"How the Mind Works Steven Pinker In this delightful, acclaimed best seller, one of the world’s leading cognitive scientists tackles the workings of the human mind. What makes us rational—and why are we so often irrational? How do we see in three dimensions? What makes us happy, afraid, angry, disgusted, or sexually aroused? Why do we fall in love? And how do we grapple with the imponderables of morality, religion, and consciousness?  ,#3,544 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Anatomy & Physiology (Audible Audiobooks & Originals),#28 in Neuroscience & Neuropsychology,#858 in Biology Books",3,-1,0
The Prophet,Kahlil Gibran,4.5,1596.0,333.0,The Prophet is perhaps the most cherished inspirational and enlightening work in the world.,1 hour and 26 minutes,",#3,070 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Middle Eastern Literature,#9 in English, Irish, Scottish & Welsh Literature,#10 in Drama & Plays (Audible Audiobooks & Originals)",86.0,"The Prophet Kahlil Gibran The Prophet is perhaps the most cherished inspirational and enlightening work in the world. ,#3,070 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Middle Eastern Literature,#9 in English, Irish, Scottish & Welsh Literature,#10 in Drama & Plays (Audible Audiobooks & Originals)",3,-1,3
Manas Ka Hans,Amritlal Nagar,4.6,52.0,1171.0,"Manas ka hans is a brilliant attempt to bring forth the life of Goswami Tulsidas. The novel is an attempt to address the complications of religion through Tulsidas while portraying him as a person who was afflicted with all the virtues and vices known to human beings. How Tulsidas finds Shri Ram is a question that the author answers in a fashion that can only be termed brilliant, for lack of better word. The best thing about the work is that it doesn't attempt to glorify any God or deity but simply tries to go into the mind of the devotee - Tulsidas, in this case.",21 hours and 24 minutes,",#3,470 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#425 in Religious & Spiritual Fiction,#824 in Literature & Fiction (Audible Audiobooks & Originals)",1284.0,"Manas Ka Hans Amritlal Nagar Manas ka hans is a brilliant attempt to bring forth the life of Goswami Tulsidas. The novel is an attempt to address the complications of religion through Tulsidas while portraying him as a person who was afflicted with all the virtues and vices known to human beings. How Tulsidas finds Shri Ram is a question that the author answers in a fashion that can only be termed brilliant, for lack of better word. The best thing about the work is that it doesn't attempt to glorify any God or deity but simply tries to go into the mind of the devotee - Tulsidas, in this case. ,#3,470 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#425 in Religious & Spiritual Fiction,#824 in Literature & Fiction (Audible Audiobooks & Originals)",3,-1,0
"Hold On, But Don't Hold Still: Hope and Humor from My Seriously Flawed Life",Kristina Kuzmic,4.8,749.0,879.0,"Delivering inspiration and ""parenting comedy at its finest"" (The Huffington Post), here is one woman's story of ditching her fairy-tale dreams and falling in love with her unpredictable, chaotic, imperfect life.",6 hours and 37 minutes,",#2,865 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Motherhood,#89 in Relationships,#251 in Biographies & Memoirs (Audible Audiobooks & Originals)",397.0,"Hold On, But Don't Hold Still: Hope and Humor from My Seriously Flawed Life Kristina Kuzmic Delivering inspiration and ""parenting comedy at its finest"" (The Huffington Post), here is one woman's story of ditching her fairy-tale dreams and falling in love with her unpredictable, chaotic, imperfect life. ,#2,865 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Motherhood,#89 in Relationships,#251 in Biographies & Memoirs (Audible Audiobooks & Originals)",6,-1,0
"The AMA Handbook of Project Management, Fifth Edition",Paul C. Dinsmore PMP - editor,4.2,7.0,820.0,"An essential resource presenting state-of-the-art theory and process of project management, The AMA Handbook of Project Management has long been considered the authoritative guide.",25 hours and 46 minutes,",#3,209 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Project Management,#75 in Entrepreneurship (Audible Audiobooks & Originals),#5,233 in Analysis & Strategy",1546.0,"The AMA Handbook of Project Management, Fifth Edition Paul C. Dinsmore PMP - editor An essential resource presenting state-of-the-art theory and process of project management, The AMA Handbook of Project Management has long been considered the authoritative guide. ,#3,209 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Project Management,#75 in Entrepreneurship (Audible Audiobooks & Originals),#5,233 in Analysis & Strategy",4,-1,0
How the Mind Works,Steven Pinker,4.3,275.0,1005.0,"In this delightful, acclaimed best seller, one of the world’s leading cognitive scientists tackles the workings of the human mind. What makes us rational—and why are we so often irrational? How do we see in three dimensions? What makes us happy, afraid, angry, disgusted, or sexually aroused? Why do we fall in love? And how do we grapple with the imponderables of morality, religion, and consciousness? ",26 hours and 5 minutes,",#3,544 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Anatomy & Physiology (Audible Audiobooks & Originals),#28 in Neuroscience & Neuropsychology,#858 in Biology Books",1565.0,"How the Mind Works Steven Pinker In this delightful, acclaimed best seller, one of the world’s leading cognitive scientists tackles the workings of the human mind. What makes us rational—and why are we so often irrational? How do we see in three dimensions? What makes us happy, afraid, angry, disgusted, or sexually aroused? Why do we fall in love? And how do we grapple with the imponderables of morality, religion, and consciousness?  ,#3,544 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Anatomy & Physiology (Audible Audiobooks & Originals),#28 in Neuroscience & Neuropsychology,#858 in Biology Books",3,-1,0
The Prophet,Kahlil Gibran,4.5,1596.0,333.0,The Prophet is perhaps the most cherished inspirational and enlightening work in the world.,1 hour and 26 minutes,",#3,070 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Middle Eastern Literature,#9 in English, Irish, Scottish & Welsh Literature,#10 in Drama & Plays (Audible Audiobooks & Originals)",86.0,"The Prophet Kahlil Gibran The Prophet is perhaps the most cherished inspirational and enlightening work in the world. ,#3,070 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Middle Eastern Literature,#9 in English, Irish, Scottish & Welsh Literature,#10 in Drama & Plays (Audible Audiobooks & Originals)",3,-1,3
Manas Ka Hans,Amritlal Nagar,4.6,52.0,1171.0,"Manas ka hans is a brilliant attempt to bring forth the life of Goswami Tulsidas. The novel is an attempt to address the complications of religion through Tulsidas while portraying him as a person who was afflicted with all the virtues and vices known to human beings. How Tulsidas finds Shri Ram is a question that the author answers in a fashion that can only be termed brilliant, for lack of better word. The best thing about the work is that it doesn't attempt to glorify any God or deity but simply tries to go into the mind of the devotee - Tulsidas, in this case.",21 hours and 24 minutes,",#3,470 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#425 in Religious & Spiritual Fiction,#824 in Literature & Fiction (Audible Audiobooks & Originals)",1284.0,"Manas Ka Hans Amritlal Nagar Manas ka hans is a brilliant attempt to bring forth the life of Goswami Tulsidas. The novel is an attempt to address the complications of religion through Tulsidas while portraying him as a person who was afflicted with all the virtues and vices known to human beings. How Tulsidas finds Shri Ram is a question that the author answers in a fashion that can only be termed brilliant, for lack of better word. The best thing about the work is that it doesn't attempt to glorify any God or deity but simply tries to go into the mind of the devotee - Tulsidas, in this case. ,#3,470 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#425 in Religious & Spiritual Fiction,#824 in Literature & Fiction (Audible Audiobooks & Originals)",3,-1,0
"Hold On, But Don't Hold Still: Hope and Humor from My Seriously Flawed Life",Kristina Kuzmic,4.8,749.0,879.0,"Delivering inspiration and ""parenting comedy at its finest"" (The Huffington Post), here is one woman's story of ditching her fairy-tale dreams and falling in love with her unpredictable, chaotic, imperfect life.",6 hours and 37 minutes,",#2,865 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Motherhood,#89 in Relationships,#251 in Biographies & Memoirs (Audible Audiobooks & Originals)",397.0,"Hold On, But Don't Hold Still: Hope and Humor from My Seriously Flawed Life Kristina Kuzmic Delivering inspiration and ""parenting comedy at its finest"" (The Huffington Post), here is one woman's story of ditching her fairy-tale dreams and falling in love with her unpredictable, chaotic, imperfect life. ,#2,865 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Motherhood,#89 in Relationships,#251 in Biographies & Memoirs (Audible Audiobooks & Originals)",6,-1,0
Business Intelligence for Dummies,Swain Scheps,4.1,60.0,703.0,"You're intelligent, right? So you've already figured out that business intelligence can be pretty valuable in making the right decisions about your business. But you've heard at least a dozen definitions of what it is, and heard of at least that many BI tools. Where do you start?",13 hours and 47 minutes,",#5,247 in Analysis & Strategy",827.0,"Business Intelligence for Dummies Swain Scheps You're intelligent, right? So you've already figured out that business intelligence can be pretty valuable in making the right decisions about your business. But you've heard at least a dozen definitions of what it is, and heard of at least that many BI tools. Where do you start? ,#5,247 in Analysis & Strategy",4,-1,0
Living in the Light,Shakti Gawain,4.7,110.0,421.0,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",3 hours,",#3,083 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#154 in Spirituality (Audible Audiobooks & Originals),#517 in Spirituality (Books)",10.0,"Living in the Light Shakti Gawain 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
 ,#3,083 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#154 in Spirituality (Audible Audiobooks & Originals),#517 in Spirituality (Books)",7,-1,7
Leave it to Psmith,P. G. Wodehouse,4.4,199.0,653.0,"The precarious peace of Blandings is shattered when her necklace becomes the object of dark plottings, for within the castle lurk some well connected jewel thieves - among them the Honourable Freddie Threepwood, Lord Emsworth's younger son, who wants the reward money to set up a bookmaking business. ",9 hours and 1 minute,",#2,394 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#24 in Humorous Fiction,#120 in Classic Literature,#934 in Humour (Books)",541.0,"Leave it to Psmith P. G. Wodehouse The precarious peace of Blandings is shattered when her necklace becomes the object of dark plottings, for within the castle lurk some well connected jewel thieves - among them the Honourable Freddie Threepwood, Lord Emsworth's younger son, who wants the reward money to set up a bookmaking business.  ,#2,394 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#24 in Humorous Fiction,#120 in Classic Literature,#934 in Humour (Books)",3,-1,2
The Marshmallow Test: Mastering Self-Control,Walter Mischel,4.4,359.0,603.0,"Renowned psychologist Walter Mischel, designer of the famous Marshmallow Test, explains what self-control is and how to master it. ",7 hours and 54 minutes,",#3,143 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Child Psychology,#138 in Science,#244 in Earth Sciences Books",474.0,"The Marshmallow Test: Mastering Self-Control Walter Mischel Renowned psychologist Walter Mischel, designer of the famous Marshmallow Test, explains what self-control is and how to master it.  ,#3,143 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Child Psychology,#138 in Science,#244 in Earth Sciences Books",3,-1,0
Sidemen: The Audiobook,The Sidemen,4.7,680.0,569.0,"They're loud. They're proud. They took over your screens with their unique brand of entertainment, and now The Sidemen are ready to spill all their dirty secrets with Sidemen: The Audiobook. ",5 hours and 14 minutes,",#2,906 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Biographies of Comedians,#49 in PC & Video Games (Books),#92 in Graphics & Design",314.0,"Sidemen: The Audiobook The Sidemen They're loud. They're proud. They took over your screens with their unique brand of entertainment, and now The Sidemen are ready to spill all their dirty secrets with Sidemen: The Audiobook.  ,#2,906 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Biographies of Comedians,#49 in PC & Video Games (Books),#92 in Graphics & Design",0,-1,4
The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz,4.6,1182.0,670.0,"With no map or compass but only an ax head, a homemade knife, and a week's supply of food, the compatriots spent a year making their way on foot to British India, through 4,000 miles of the most forbidding terrain on earth. They braved the Himalayas, the desolate Siberian tundra, icy rivers, and the great Gobi Desert, always a hair's breadth from death. Finally arriving, Rawicz reenlisted in the Polish army to fight the Germans.",9 hours and 34 minutes,",#2,889 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in World War II History,#254 in Biographies & Memoirs (Audible Audiobooks & Originals),#281 in United States History (Books)",574.0,"The Long Walk: The True Story of a Trek to Freedom Slavomir Rawicz With no map or compass but only an ax head, a homemade knife, and a week's supply of food, the compatriots spent a year making their way on foot to British India, through 4,000 miles of the most forbidding terrain on earth. They braved the Himalayas, the desolate Siberian tundra, icy rivers, and the great Gobi Desert, always a hair's breadth from death. Finally arriving, Rawicz reenlisted in the Polish army to fight the Germans. ,#2,889 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in World War II History,#254 in Biographies & Memoirs (Audible Audiobooks & Originals),#281 in United States History (Books)",6,-1,0
Next Level Thinking: 10 Powerful Thoughts for a Successful and Abundant Life,Joel Osteen,4.6,324.0,479.0,"Joel Osteen, number one best-selling author and pastor of Lakewood Church, invites you to set aside the shortcomings of the past and step into a new level of victory and favor.",4 hours and 3 minutes,",#1,070 in Christianity (Books)",243.0,"Next Level Thinking: 10 Powerful Thoughts for a Successful and Abundant Life Joel Osteen Joel Osteen, number one best-selling author and pastor of Lakewood Church, invites you to set aside the shortcomings of the past and step into a new level of victory and favor. ,#1,070 in Christianity (Books)",0,-1,3
Stealth War: How China Took Over While America's Elite Slept,Robert Spalding,4.8,406.0,879.0,China expert Robert Spalding reveals the shocking success China has had infiltrating American institutions and compromising our national security.,7 hours and 4 minutes,",#3,171 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in International Diplomacy,#5 in Geopolitics,#17 in International Business (Audible Audiobooks & Originals)",424.0,"Stealth War: How China Took Over While America's Elite Slept Robert Spalding China expert Robert Spalding reveals the shocking success China has had infiltrating American institutions and compromising our national security. ,#3,171 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in International Diplomacy,#5 in Geopolitics,#17 in International Business (Audible Audiobooks & Originals)",3,-1,0
Target 3 Billion: PURA: Innovative Solutions Towards Sustainable Development,APJ Abdul Kalam,4.7,99.0,879.0,"With 750 million people living in villages, India has the largest rural population in the world. Based on his Indian experience, Dr Kalam recommends a sustainable and inclusive development system called PURA - Providing Urban Amenities in Rural Areas - to uplift the rural masses not by subsidies but through entrepreneurship with community participation. ",8 hours and 19 minutes,",#3,474 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Poverty & Homelessness Studies,#4 in Sociology of Urban Areas,#19 in Philosophy & Science",499.0,"Target 3 Billion: PURA: Innovative Solutions Towards Sustainable Development APJ Abdul Kalam With 750 million people living in villages, India has the largest rural population in the world. Based on his Indian experience, Dr Kalam recommends a sustainable and inclusive development system called PURA - Providing Urban Amenities in Rural Areas - to uplift the rural masses not by subsidies but through entrepreneurship with community participation.  ,#3,474 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Poverty & Homelessness Studies,#4 in Sociology of Urban Areas,#19 in Philosophy & Science",3,-1,2
The Lion and the Mouse,Lavanya R. N,5.0,2.0,75.0,"Can a lion and a mouse ever be friends? This story, narrated brilliantly by Karthik Kumar, will show you a mighty lion realizing that even the littlest of friends are worth having. ",8 minutes,",#3,539 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Lions, Tigers & Leopards Fiction for Children,#5 in Mice, Hamsters, Guinea Pigs & Squirrels Fiction for Children,#41 in Animal Fiction for Children",10.0,"The Lion and the Mouse Lavanya R. N Can a lion and a mouse ever be friends? This story, narrated brilliantly by Karthik Kumar, will show you a mighty lion realizing that even the littlest of friends are worth having.  ,#3,539 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Lions, Tigers & Leopards Fiction for Children,#5 in Mice, Hamsters, Guinea Pigs & Squirrels Fiction for Children,#41 in Animal Fiction for Children",5,-1,1
"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game",Rizwan Virk,4.4,159.0,668.0,"The Simulation Hypothesis, by best-selling author, renowned MIT computer scientist, and Silicon Valley video game designer Rizwan Virk, explains one of the most daring and consequential theories of our time.",9 hours and 22 minutes,",#3,243 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Cybernetics,#18 in Machine Theory & AI,#532 in Computer Science Books",562.0,"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game Rizwan Virk The Simulation Hypothesis, by best-selling author, renowned MIT computer scientist, and Silicon Valley video game designer Rizwan Virk, explains one of the most daring and consequential theories of our time. ,#3,243 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Cybernetics,#18 in Machine Theory & AI,#532 in Computer Science Books",0,-1,0
Live Your Dreams,Les Brown,4.7,291.0,121.0,"Don't stop yourself from achieving your dreams! Live your dreams, because only you can make them happen.",28 minutes,",#3,212 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#444 in Personal Success,#6,751 in Personal Development & Self-Help",10.0,"Live Your Dreams Les Brown Don't stop yourself from achieving your dreams! Live your dreams, because only you can make them happen. ,#3,212 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#444 in Personal Success,#6,751 in Personal Development & Self-Help",9,-1,4
Mere Sapnon ka Bharat [India of My Dreams],Mohandas K. Gandhi,4.4,24.0,836.0,"Mahatma Gandhi is the most influential Indian of the 20th century, whose shadow continues to loom large over the country even 60 years after his death. He struggled and dreamt of an India free not only from the yoke of the British rule but also from the evils of poverty, illiteracy and un-touchability, with all its citizens enjoying equally the fruits of freedom and prosperity.",12 hours and 40 minutes,",#4,391 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#49 in Asian History (Audible Audiobooks & Originals),#869 in Indian History (Books),#1,822 in Asian History (Books)",760.0,"Mere Sapnon ka Bharat [India of My Dreams] Mohandas K. Gandhi Mahatma Gandhi is the most influential Indian of the 20th century, whose shadow continues to loom large over the country even 60 years after his death. He struggled and dreamt of an India free not only from the yoke of the British rule but also from the evils of poverty, illiteracy and un-touchability, with all its citizens enjoying equally the fruits of freedom and prosperity. ,#4,391 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#49 in Asian History (Audible Audiobooks & Originals),#869 in Indian History (Books),#1,822 in Asian History (Books)",3,-1,0
"A Parent's Guide to High-Functioning Autism Spectrum Disorder, Second Edition: How to Meet the Challenges and Help Your Child Thrive",Sally Ozonoff,4.6,235.0,668.0,"Many tens of thousands of parents have found the facts they need about high-functioning autism spectrum disorder (ASD), including Asperger's syndrome, in this indispensable guide. Leading experts show how you can work with your child's unique impairments - and harness his or her capabilities. ",9 hours and 42 minutes,",#3,167 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Special Education (Audible Audiobooks & Originals),#2 in Parenting Special Needs Children,#12 in Child Psychology",582.0,"A Parent's Guide to High-Functioning Autism Spectrum Disorder, Second Edition: How to Meet the Challenges and Help Your Child Thrive Sally Ozonoff Many tens of thousands of parents have found the facts they need about high-functioning autism spectrum disorder (ASD), including Asperger's syndrome, in this indispensable guide. Leading experts show how you can work with your child's unique impairments - and harness his or her capabilities.  ,#3,167 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Special Education (Audible Audiobooks & Originals),#2 in Parenting Special Needs Children,#12 in Child Psychology",3,-1,4
Trade Wars Are Class Wars: How Rising Inequality Distorts the Global Economy and Threatens International Peace,Matthew C. Klein,4.5,57.0,586.0,A provocative look at how today's trade conflicts are caused by governments promoting the interests of elites at the expense of workers.,8 hours and 32 minutes,",#3,291 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in International Trades & Tariffs,#6 in Social Classes & Economic Disparity,#8 in Economic Public Policy",512.0,"Trade Wars Are Class Wars: How Rising Inequality Distorts the Global Economy and Threatens International Peace Matthew C. Klein A provocative look at how today's trade conflicts are caused by governments promoting the interests of elites at the expense of workers. ,#3,291 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in International Trades & Tariffs,#6 in Social Classes & Economic Disparity,#8 in Economic Public Policy",3,-1,0
City of Bones,Cassandra Clare,4.5,4461.0,937.0,"Clary Fray is seeing things: vampires in Brooklyn and werewolves in Manhattan. Irresistably drawn towards a group of sexy demon hunters, Clary encounters the dark side of New York City - and the dangers of forbidden love.",14 hours and 12 minutes,",#1,096 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Fantasy for Teens,#62 in Children's Horror & Ghost Stories (Books),#166 in Painting (Books)",852.0,"City of Bones Cassandra Clare Clary Fray is seeing things: vampires in Brooklyn and werewolves in Manhattan. Irresistably drawn towards a group of sexy demon hunters, Clary encounters the dark side of New York City - and the dangers of forbidden love. ,#1,096 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Fantasy for Teens,#62 in Children's Horror & Ghost Stories (Books),#166 in Painting (Books)",5,-1,4
